account_uuid,account_number,account_format,bank_id,date_added,critical_account,name,adress,social_security_number
56700a06-dcb2-41f1-9ab8-da192259222e,DE11215130658877835280,IBAN,QPSBDEB1,2024-02-22,true,,,
c6d52d65-e836-4e5f-ad4e-0b626194f80d,DE19627205098366956942,IBAN,QPSBDEB1,2024-05-28,true,,,
520dd5ce-ce81-4b24-b4cf-8b8533a19c01,DE86352736619118802115,IBAN,QPSBDEB1,2024-03-19,false,,,
b9a21217-e06d-4af5-bb62-a5d9a3b81c27,DE76471789249044045187,IBAN,QPSBDEB1,2024-09-05,true,,,
976c0dae-f32a-40bf-bf14-bf9aabde6bf2,DE37790778507393082856,IBAN,QPSBDEB1,2024-09-17,true,,,
77a10088-92d9-42a3-9efb-4b63b6f28805,DE78970243613748765027,IBAN,QPSBDEB1,2024-10-04,false,,,
851a987c-eaa7-4d76-978b-f3233772f70b,DE50358713349013518450,IBAN,QPSBDEB1,2024-03-25,true,,,
3bd8407e-c30a-4d1e-b012-89eb1b0fc20e,DE36134470361846417444,IBAN,QPSBDEB1,2024-02-11,true,,,
74f50109-68ae-4c54-a946-874f35153715,DE74367877531867410715,IBAN,QPSBDEB1,2024-03-21,false,,,
d44c00c0-7e7a-4169-b093-b1ead28ec954,DE31771871410549369546,IBAN,QPSBDEB1,2024-11-15,false,,,
156afdc0-aaf7-4e7c-a22f-36832363de66,DE41221185894989739289,IBAN,QPSBDEB1,2024-02-23,true,,,
09085e9d-71ed-4ee0-b281-6e163ea7f9ec,DE58377054956397376708,IBAN,QPSBDEB1,2024-04-05,false,,,
bbf167b3-17a1-48e5-9b35-8c24ff473e5c,DE23114939264901418669,IBAN,QPSBDEB1,2024-02-11,true,,,
488a9fba-4f3e-471f-9aa5-874a0c6276a6,DE48044480615597082954,IBAN,QPSBDEB1,2024-01-19,false,,,
5fee3352-3a73-49b4-9fc4-1cb3efca05dd,DE17935113502738684639,IBAN,QPSBDEB1,2024-12-29,false,,,
c7540829-73b5-4c82-9d37-e5ac9fb4881b,DE67997194417282338051,IBAN,QPSBDEB1,2024-08-30,true,,,
a67b66e1-685f-4f8a-910c-11d79b13038d,DE73956252098368718086,IBAN,QPSBDEB1,2024-08-23,false,,,
162197ba-cc38-424b-850c-bc8ef39d302b,DE41817494987347326974,IBAN,QPSBDEB1,2024-07-20,true,,,
009c9bf1-44fc-4233-b268-bd955bd5d5bc,DE41540149909019710801,IBAN,QPSBDEB1,2024-05-19,true,,,
cadfe9a6-b181-470d-b233-60783652ea10,DE68336370502643477000,IBAN,QPSBDEB1,2024-03-23,false,,,
e7662d7e-2c73-49ca-8d26-015663655b6f,DE56682048647784591423,IBAN,QPSBDEB1,2024-05-30,true,,,
1c5b925b-b371-4704-8930-5740d4a6d72d,DE94411823050336450981,IBAN,QPSBDEB1,2024-11-18,false,,,
fe341e04-fa8b-4335-8fea-052c6d546313,DE14642344645102532283,IBAN,QPSBDEB1,2024-06-14,true,,,
b9f2f580-0a55-4241-8079-70d8d0185b2d,DE56804444980825479790,IBAN,QPSBDEB1,2024-11-11,true,,,
c2a7af9e-ab79-4005-add1-77d2c700d84c,DE03616517286233573537,IBAN,QPSBDEB1,2024-10-28,true,,,
