account_uuid,account_number,account_format,bank_id,reporter_bic,date_added
72bcf73b-311b-4dbb-a70f-c50c2a8d077d,GB10FGOW38950981923542,IBAN,GOWGGB7U,IZXVGB23BWP,2024-03-05
72a5f5c7-8e5b-493d-af92-df3b616de840,DE09687374805466078826,IBAN,VROWDEN2S8C,IZXVGB23BWP,2024-05-27
033fc84a-27ca-402b-b619-7596bf54589c,GB06XEAX37717097964445,IBAN,AXGYGB23,IZXVGB23BWP,2024-10-17
49f51ee8-9e1a-41f4-9f4f-31754da2de05,GB13JDTJ98722443790151,IBAN,DTJSGB85KKS,IZXVGB23BWP,2024-04-27
d791ee29-0b48-43a3-8783-28cb932735e0,DE38904321133428532824,IBAN,JHFCDEGP,IZXVGB23BWP,2024-08-11
fe04ed97-2385-4011-ad5b-aa4e53a36b9d,DE59562379101495416660,IBAN,NEHODEHCGTW,IZXVGB23BWP,2024-05-06
56700a06-dcb2-41f1-9ab8-da192259222e,GB25EDKD30658877835280,IBAN,DKDGGBAY,IZXVGB23BWP,2024-02-22
c6d52d65-e836-4e5f-ad4e-0b626194f80d,DE19627205098366956942,IBAN,FYOYDEICVC7,IZXVGB23BWP,2024-05-28
520dd5ce-ce81-4b24-b4cf-8b8533a19c01,GB48GWZK27366191188021,IBAN,WZKWGBL3,IZXVGB23BWP,2024-03-19
b9a21217-e06d-4af5-bb62-a5d9a3b81c27,GB36UXJO17892490440451,IBAN,OXCPGB9IQCR,IZXVGB23BWP,2024-09-05
976c0dae-f32a-40bf-bf14-bf9aabde6bf2,GB25VPSB77850739308285,IBAN,SBPOGB6UC5N,IZXVGB23BWP,2024-09-17
77a10088-92d9-42a3-9efb-4b63b6f28805,GB76WSOB24361374876502,IBAN,BFUIGBN1EO2,IZXVGB23BWP,2024-10-04
851a987c-eaa7-4d76-978b-f3233772f70b,GB71GKQP13349013518450,IBAN,KQPDGBMO,IZXVGB23BWP,2024-03-25
3bd8407e-c30a-4d1e-b012-89eb1b0fc20e,DE36134470361846417444,IBAN,WYHIDER2,IZXVGB23BWP,2024-02-11
74f50109-68ae-4c54-a946-874f35153715,DE74367877531867410715,IBAN,NORODE3W,IZXVGB23BWP,2024-03-21
d44c00c0-7e7a-4169-b093-b1ead28ec954,GB31POCQ71410549369546,IBAN,OCQUGB2HSFD,IZXVGB23BWP,2024-11-15
156afdc0-aaf7-4e7c-a22f-36832363de66,GB04EEVC18589498973928,IBAN,EVCCGB8W,IZXVGB23BWP,2024-02-23
09085e9d-71ed-4ee0-b281-6e163ea7f9ec,DE58377054956397376708,IBAN,OOBLDESU,IZXVGB23BWP,2024-04-05
bbf167b3-17a1-48e5-9b35-8c24ff473e5c,DE23114939264901418669,IBAN,CXIVDEMI,IZXVGB23BWP,2024-02-11
488a9fba-4f3e-471f-9aa5-874a0c6276a6,DE48044480615597082954,IBAN,JJIXDE7A,IZXVGB23BWP,2024-01-19
5fee3352-3a73-49b4-9fc4-1cb3efca05dd,DE17935113502738684639,IBAN,LYDVDEFP,IZXVGB23BWP,2024-12-29
c7540829-73b5-4c82-9d37-e5ac9fb4881b,DE67997194417282338051,IBAN,YUCTDERTH2I,IZXVGB23BWP,2024-08-30
a67b66e1-685f-4f8a-910c-11d79b13038d,GB89TKNU25209836871808,IBAN,NUEKGBLB7PY,IZXVGB23BWP,2024-08-23
162197ba-cc38-424b-850c-bc8ef39d302b,GB95QZCP49498734732697,IBAN,PIYSGBR9,IZXVGB23BWP,2024-07-20
009c9bf1-44fc-4233-b268-bd955bd5d5bc,DE41540149909019710801,IBAN,IADVDETDDG5,IZXVGB23BWP,2024-05-19
cadfe9a6-b181-470d-b233-60783652ea10,DE68336370502643477000,IBAN,GWZZDE0N,IZXVGB23BWP,2024-03-23
e7662d7e-2c73-49ca-8d26-015663655b6f,GB89MRFB48647784591423,IBAN,RFBJGB7YT44,IZXVGB23BWP,2024-05-30
1c5b925b-b371-4704-8930-5740d4a6d72d,GB13JWDD82305033645098,IBAN,WDDWGB9IMBU,IZXVGB23BWP,2024-11-18
fe341e04-fa8b-4335-8fea-052c6d546313,GB44NJFZ34464510253228,IBAN,JFZGGBRS0SV,IZXVGB23BWP,2024-06-14
b9f2f580-0a55-4241-8079-70d8d0185b2d,GB40QBXI44498082547979,IBAN,XIZJGBQR,IZXVGB23BWP,2024-11-11
c2a7af9e-ab79-4005-add1-77d2c700d84c,DE03616517286233573537,IBAN,VYDMDEWE3K8,IZXVGB23BWP,2024-10-28
d29b8652-db47-479a-9a9e-7f65abc703cc,DE89938166622631885492,IBAN,RCNNDE0K,IZXVGB23BWP,2024-09-17
c607ff1c-764f-49b0-864e-b6e91cd9e1d9,DE21107692429456884460,IBAN,AOYMDELS,IZXVGB23BWP,2024-02-13
c4f28612-6cfe-4b7b-8e32-f5cef5380623,DE48069237861723092204,IBAN,NYTFDEM2,IZXVGB23BWP,2024-01-22
b5e35291-90e7-4962-ac0a-85ff4e000c37,GB10JFSW35404954929633,IBAN,FSWHGBXRAQU,IZXVGB23BWP,2024-04-28
6b33c877-9c46-4a27-a350-df17526fba27,DE68596751026066859611,IBAN,TNOLDEFDK0C,IZXVGB23BWP,2024-05-05
080ef99d-0443-4739-b329-8fb53eb19b07,GB56HGAB22192415805286,IBAN,GABUGBIJ,IZXVGB23BWP,2024-04-05
7aca15aa-170f-44d5-b85e-3a1158f62daf,GB49LXCP05236138649621,IBAN,XCPAGBVJM1E,IZXVGB23BWP,2024-05-14
8e4d0718-cee4-40c2-be16-12d0cbc27c73,DE97784126365551235488,IBAN,ZRICDEIYMYU,IZXVGB23BWP,2024-11-05
5ccd01d4-647a-4f5e-a658-868b73f091a7,DE14726531917095449178,IBAN,EMLVDEOEF5C,IZXVGB23BWP,2024-06-24
e1afd95c-b547-41a5-8697-9999fa697686,GB64AWHZ82062833908960,IBAN,WHZQGBIC,IZXVGB23BWP,2024-01-11
9f76a503-a0f6-4830-b494-26a17a0cb0f5,GB67PGUT10649618746971,IBAN,GUTCGBAZS1F,IZXVGB23BWP,2024-07-04
71eab109-1f8f-4ed9-b421-371698bbbde0,GB67TWDO00294927273367,IBAN,OAAFGBSK,IZXVGB23BWP,2024-08-19
90aedb73-baff-4899-9e69-96ce8add1e25,GB71RLXS74466505623238,IBAN,XSPJGBTZ1WB,IZXVGB23BWP,2024-07-29
27037520-b8c6-451d-9cda-d549f0a99050,GB47LXEQ84461842365023,IBAN,XEQQGBST0H7,IZXVGB23BWP,2024-05-20
18fbd645-88ee-406e-ab71-40e52342b95f,DE48268130300778430847,IBAN,NRDHDEBP,IZXVGB23BWP,2024-02-23
755bc867-3959-4b64-9568-8e2971a43cb3,DE27737679503393367830,IBAN,HOMPDEXANMM,IZXVGB23BWP,2024-06-21
3bafb51f-23c3-4f2d-ab1a-4f230bb47836,DE62022361676395766687,IBAN,FEHNDEEY,IZXVGB23BWP,2024-01-18
67dafc92-67ed-4518-ad5b-5f3962992cfe,GB38MVMM45781983548888,IBAN,VMMIGBW26H7,IZXVGB23BWP,2024-05-29
8b0372e4-8544-4877-8257-5c7d735001f8,DE74788800589473002706,IBAN,QQRBDEDV7R2,IZXVGB23BWP,2024-06-23
51c51f1c-9e10-42d7-8ea6-046cf446659d,GB30JTKD13407723993704,IBAN,TKDYGBEMQC5,IZXVGB23BWP,2024-04-29
95065784-7a3f-4da3-8081-b21812ce4a55,DE80187900611259599451,IBAN,QPSBDEB1,IZXVGB23BWP,2024-01-29
4ed52cf1-a31a-479b-bf54-84d644bbf036,GB23IUJD43475295696943,IBAN,UJDJGBOQ5XK,IZXVGB23BWP,2024-04-14
abbfcc6c-f089-4538-8d0f-ac818da8f754,DE43871946982514696142,IBAN,DVTIDE17LUH,IZXVGB23BWP,2024-08-02
9552e796-5b00-49c3-b67c-dd9ba5dc1a8c,GB20UOLS88066471497194,IBAN,LSQQGBCZ0R4,IZXVGB23BWP,2024-09-08
288197ef-a003-4459-a4ce-737525660d46,DE56262454470821907964,IBAN,MUFIDEUT,IZXVGB23BWP,2024-02-26
6f29ab30-53ce-4c72-a65d-f8101729ab20,GB85CEKN76122035593704,IBAN,EKNPGB0H,IZXVGB23BWP,2024-02-05
6fbb66c3-3b1c-47e8-956a-64cd91ad85b4,GB93SHNA58705821018402,IBAN,NALRGB5D,IZXVGB23BWP,2024-08-08
c5b04201-5c28-4e87-bd19-58eee398d5e4,GB62XLYK70659656412677,IBAN,YKOAGB0V0XZ,IZXVGB23BWP,2024-12-11
4b1072b9-fec9-4168-9b70-c94bd9ef4072,GB43LJHN49479836869686,IBAN,JHNIGBS27MY,IZXVGB23BWP,2024-11-26
03595550-646d-4402-887a-37285c550fd9,DE73546090561885824642,IBAN,JMAVDEAXZG8,IZXVGB23BWP,2024-05-20
a9fc35af-938c-4ad2-bdae-0518edf80cf4,DE04398408648937284408,IBAN,SVRIDEB8,IZXVGB23BWP,2024-12-27
22f2846e-8bd8-4ab8-a730-96df256c41b7,GB19EERE60300680663205,IBAN,EREZGB1B,IZXVGB23BWP,2024-02-26
1d1c22f3-299c-4d99-bf09-afee5956384c,GB44LHFD76623483188480,IBAN,HFDPGB10JOR,IZXVGB23BWP,2024-05-15
8a2924ce-dae4-44e0-9c4d-1a4a5a308936,GB78LRFI01818548640209,IBAN,RFIAGBG9G7W,IZXVGB23BWP,2024-05-16
3aa4d504-0463-41a0-bc01-dc347dd14c92,GB41PXAH82391474303581,IBAN,XAHQGBKOHT4,IZXVGB23BWP,2024-07-09
376b38ce-d1f2-4c14-a2e8-ae3ecd012210,GB04ZUGO34109144556254,IBAN,OVHIGBED,IZXVGB23BWP,2024-11-06
f972d8a7-4261-41d6-9d93-68cea5033ec3,GB17UTID65172091576982,IBAN,DMWKGBG5IDG,IZXVGB23BWP,2024-09-07
782df9a1-957f-43b5-9734-6efda7c94da7,DE48997123642343568453,IBAN,YCFYDEPZQKN,IZXVGB23BWP,2024-09-11
d5a6c537-1976-4cde-9bff-3e161646604a,GB41CDDS94371976402938,IBAN,DDSSGBQP,IZXVGB23BWP,2024-02-03
e0e2fc41-8dd4-4416-ac2c-0fa52a5d4016,GB06FVRK53996698163890,IBAN,VRKLGBP1,IZXVGB23BWP,2024-03-05
62b77196-5a29-4abf-aa20-67744bce48a1,DE21456822342614267113,IBAN,LMZYDE9KKMR,IZXVGB23BWP,2024-04-25
de6f2a0a-6b1a-4451-ba52-4491ed1ce354,GB27XNYL08124222739897,IBAN,YLAQGBFJSLK,IZXVGB23BWP,2024-12-25
830465bd-a517-44ee-8807-bd50ddd32869,GB77JUQS69278926244687,IBAN,UQSXGB0J39I,IZXVGB23BWP,2024-12-02
9e6d8144-c616-45f8-b5c5-26693c043604,GB72HYTW27820842020395,IBAN,YTWEGB39,IZXVGB23BWP,2024-04-01
3bb1c397-26d1-4525-abc3-1bd98cb99d42,DE29862387747581399966,IBAN,EHRPDE5T3V8,IZXVGB23BWP,2024-08-01
4a7143af-dd8e-4b3c-a20e-7836ad2f0cd9,GB08VMJK59431442195528,IBAN,JKLSGBSNGRT,IZXVGB23BWP,2024-09-19
6517d152-fdcb-43f5-a745-c8d5fe21ccac,GB07UMEW32870686300453,IBAN,EWZVGBOL74A,IZXVGB23BWP,2024-09-10
aefdfcb4-ea09-438c-b409-a299ff5c0d02,GB03WVWD48663067483440,IBAN,IQNNGBOB,IZXVGB23BWP,2024-09-30
1e1fe3e6-fbc1-4e23-ad52-978b8591f8e6,GB40QNDU19511220735590,IBAN,DUDTGBWEEJL,IZXVGB23BWP,2024-07-21
6a8737b3-cfbe-47f1-8e75-e2664f71d40b,GB30JBZN51555321521401,IBAN,BZNKGBFUXUO,IZXVGB23BWP,2024-04-30
94fc12e9-6325-4ba3-b888-4bbb660366c3,GB57MPMS42781886336676,IBAN,PMSVGBTI28H,IZXVGB23BWP,2024-06-03
34b9a3d7-3a25-4e23-aaae-28ee69c2851d,GB19NHGA98405069909039,IBAN,HGATGB9SBVD,IZXVGB23BWP,2024-06-09
44937e54-4512-4cda-b759-be3509341a4d,GB20BOII15205657477776,IBAN,OIIDGBVL,IZXVGB23BWP,2024-01-14
9ef9b582-80e8-4854-9c85-ee8e08ba809c,DE89058912110433930625,IBAN,LQTCDEIE,IZXVGB23BWP,2024-01-14
bba02a2c-a1c1-4ca3-9354-015e9b6ed7dd,GB64TCUX04553604014977,IBAN,UXBJGBWV,IZXVGB23BWP,2024-08-23
f66f07fb-759c-464e-b89c-7542efe67b75,GB92XOVE30693558345927,IBAN,VEVGGBB1MUW,IZXVGB23BWP,2024-12-29
b36f136b-8e59-4752-8eec-ba3213f95789,GB38CBRW35080824906560,IBAN,BRWHGBWA,IZXVGB23BWP,2024-01-31
633b86d5-00dd-434f-a1b9-03e3cc4f34a0,GB86ZEAM55087466659525,IBAN,AMLLGBB6,IZXVGB23BWP,2024-11-05
ef31acd3-b72a-4697-accc-e43e0bf9e812,DE17056409156376385127,IBAN,WYLMDEQA,IZXVGB23BWP,2024-01-19
23ad52e2-89b4-4edd-9a4b-5a1603a445f4,DE41058268663109744503,IBAN,LREXDEZ9,IZXVGB23BWP,2024-01-06
675e466f-a2ce-4c51-b522-1d914af7a6a8,GB15JUME58070259947447,IBAN,UMEKGB8D3BL,IZXVGB23BWP,2024-04-23
19f27d2d-3b34-409a-95b4-d54be87e485c,DE14131759591101564521,IBAN,HDXPDEWU,IZXVGB23BWP,2024-12-18
c9a9ba7a-424d-47fd-b435-d7b30cd3243c,DE17048592986497228838,IBAN,IZQWDEVJ,IZXVGB23BWP,2024-01-20
8081ac85-5520-4646-82bd-804bcb048a98,GB40ZQKQ89780427253519,IBAN,QQYWGB56ATI,IZXVGB23BWP,2024-11-03
60da25b1-590c-483d-8ffc-ff597adfd36c,DE08705658240355140458,IBAN,BLMLDE6JTBP,IZXVGB23BWP,2024-07-05
1dbdf2e8-3c74-435a-9f6a-8d2fc30f2075,GB90YDHD92706839497875,IBAN,HDUSGBJ4,IZXVGB23BWP,2024-10-22
ce843bfd-6a1c-46d9-9cf0-eceec9b648f8,GB16ZNZN86203476990080,IBAN,ZNRMGBJBMT4,IZXVGB23BWP,2024-11-02
8c9fa150-4f43-465b-bbcb-1df74b8a3a15,GB49JHJR51598035147034,IBAN,HJRLGBEW7BN,IZXVGB23BWP,2024-04-24
eda2a0d4-72cc-44d7-8094-dd6c1185a56d,DE39187990798733266133,IBAN,QOTSDEA5,IZXVGB23BWP,2024-01-27
62fb65db-7815-42df-a71d-80d16eaf572a,DE66627620268625276941,IBAN,EPMVDEIBJZ7,IZXVGB23BWP,2024-06-16
631b7ea8-df89-4691-b227-f384fb1daeb3,GB68MTBY82868287142449,IBAN,TBYVGB6I908,IZXVGB23BWP,2024-12-05
f5e5e6d8-96cf-4f32-b755-c0164dd604e9,GB67JOST58724514501403,IBAN,OSTKGB92IRW,IZXVGB23BWP,2024-04-28
2ed4c57b-5030-4714-9b7b-580d300b7512,GB95GKFQ61182535103147,IBAN,KFQZGBZG,IZXVGB23BWP,2024-03-13
e02413e5-a1bf-4da3-bcce-fbe6b8bde8f4,GB38XHUW20908841812329,IBAN,UWFBGBD6,IZXVGB23BWP,2024-10-07
45a114cf-08ae-4f05-8d87-40985e9da2c4,GB41LJBI83836073206852,IBAN,JBIRGBN6NZB,IZXVGB23BWP,2024-05-23
c17ebd94-88a6-4dce-9faa-cb8a81d2d815,DE50882073826176642730,IBAN,APHRDEI1,IZXVGB23BWP,2024-07-15
9cb2cf37-973a-4d79-acc1-3c27570b57da,GB47KNST26823507573728,IBAN,NSTFGB19KNV,IZXVGB23BWP,2024-05-12
bc6d27e5-5121-4f2f-8083-773a8454da90,GB50QAKX76629281449269,IBAN,KXONGBYL,IZXVGB23BWP,2024-07-19
ea7c8cdb-e737-4652-9975-46692aeace05,DE58294418681717595268,IBAN,SZWJDERG,IZXVGB23BWP,2024-03-06
2ff0c117-0cd2-4cf6-9960-f82d5ccaa161,GB48LTBF55947326086307,IBAN,TBFKGBWS2OI,IZXVGB23BWP,2024-05-20
00ac3f5d-a5c5-4545-b468-315813e32659,DE50102232558497083378,IBAN,WUAEDEJP,IZXVGB23BWP,2024-01-31
f6a2d2dd-b4c6-475e-b93d-dc8c2654b156,GB66EHWN53663255799983,IBAN,HWNWGBXM,IZXVGB23BWP,2024-02-28
7fc16df7-fe11-41d0-995a-88249eb7812f,DE68976654651089713843,IBAN,MNUKDEQ0UHC,IZXVGB23BWP,2024-08-28
0c6b3dd4-e7a4-4498-b778-b390cea2e316,GB22ZOBN93198883650790,IBAN,BNUSGBNF776,IZXVGB23BWP,2024-11-09
e1fb5b1d-c052-4fcf-a15c-87c4b89bc01c,DE65803858998053045906,IBAN,GQLWDE99,IZXVGB23BWP,2024-10-07
581be69d-ccf4-4899-9e73-d19ad379e51e,GB07TZLR86707461182405,IBAN,RQMWGB3A2R1,IZXVGB23BWP,2024-11-16
45b1f143-3b41-4076-9fb5-c43b547bbb2b,GB95KDHI37911285008275,IBAN,DHIGGB2FFK6,IZXVGB23BWP,2024-05-08
04f691ca-9235-4867-83ca-cb26c7d163d2,DE10908225687317885471,IBAN,WXREDELW,IZXVGB23BWP,2024-10-30
86989824-fb88-461f-ad5d-c170614eeb11,GB86MQFK34176273120886,IBAN,QFKHGBQG21L,IZXVGB23BWP,2024-05-27
ad5a6644-21b5-4dfa-9e00-1c570b51e70c,DE89052331787915946708,IBAN,LEVGDENG,IZXVGB23BWP,2024-01-18
7e098fe0-e8e2-4bb0-b5f4-e5900ff68d04,GB50BPXW33803890424963,IBAN,PXWUGBON,IZXVGB23BWP,2024-01-25
f385b76e-e2b1-49e8-a140-b9d17e3f62de,GB27PHKJ58836120069396,IBAN,HKJLGB67MYH,IZXVGB23BWP,2024-07-10
3c9cde57-e4b8-4f8d-a9c9-6d08c6092011,DE77363096168466045969,IBAN,MGUADE0H,IZXVGB23BWP,2024-10-27
