account_uuid,account_number,account_format,bank_id,reporter_bic,date_added,name,adress,social_security_number
fe341e04-fa8b-4335-8fea-052c6d546313,GB44NJFZ34464510253228,IBAN,JFZGGBRS0SV,MRWNGBXX8ZX,2024-06-14,,,
b9f2f580-0a55-4241-8079-70d8d0185b2d,DE56804444980825479790,IBAN,XIZJDEQR,MRWNGBXX8ZX,2024-11-11,,,
c2a7af9e-ab79-4005-add1-77d2c700d84c,GB82YNVY16517286233573,IBAN,VYDMGBWE3K8,MRWNGBXX8ZX,2024-10-28,,,
d29b8652-db47-479a-9a9e-7f65abc703cc,DE89938166622631885492,IBAN,RCNNDE0K,MRWNGBXX8ZX,2024-09-17,,,
c607ff1c-764f-49b0-864e-b6e91cd9e1d9,GB52DAOY69242945688446,IBAN,AOYMGBLS,MRWNGBXX8ZX,2024-02-13,,,
c4f28612-6cfe-4b7b-8e32-f5cef5380623,DE48069237861723092204,IBAN,NYTFDEM2,MRWNGBXX8ZX,2024-01-22,,,
b5e35291-90e7-4962-ac0a-85ff4e000c37,GB10JFSW35404954929633,IBAN,FSWHGBXRAQU,MRWNGBXX8ZX,2024-04-28,,,
6b33c877-9c46-4a27-a350-df17526fba27,GB33KTNO51026066859611,IBAN,TNOLGBFDK0C,MRWNGBXX8ZX,2024-05-05,,,
080ef99d-0443-4739-b329-8fb53eb19b07,GB56HGAB22192415805286,IBAN,GABUGBIJ,MRWNGBXX8ZX,2024-04-05,,,
7aca15aa-170f-44d5-b85e-3a1158f62daf,GB49LXCP05236138649621,IBAN,XCPAGBVJM1E,MRWNGBXX8ZX,2024-05-14,,,
8e4d0718-cee4-40c2-be16-12d0cbc27c73,DE97784126365551235488,IBAN,ZRICDEIYMYU,MRWNGBXX8ZX,2024-11-05,,,
5ccd01d4-647a-4f5e-a658-868b73f091a7,GB45OEML31917095449178,IBAN,EMLVGBOEF5C,MRWNGBXX8ZX,2024-06-24,,,
e1afd95c-b547-41a5-8697-9999fa697686,GB64AWHZ82062833908960,IBAN,WHZQGBIC,MRWNGBXX8ZX,2024-01-11,,,
9f76a503-a0f6-4830-b494-26a17a0cb0f5,DE53739106496187469719,IBAN,GUTCDEAZS1F,MRWNGBXX8ZX,2024-07-04,,,
71eab109-1f8f-4ed9-b421-371698bbbde0,DE39917002949272733674,IBAN,OAAFDESK,MRWNGBXX8ZX,2024-08-19,,,
90aedb73-baff-4899-9e69-96ce8add1e25,DE34859744665056232381,IBAN,XSPJDETZ1WB,MRWNGBXX8ZX,2024-07-29,,,
27037520-b8c6-451d-9cda-d549f0a99050,DE53528844618423650238,IBAN,XEQQDEST0H7,MRWNGBXX8ZX,2024-05-20,,,
18fbd645-88ee-406e-ab71-40e52342b95f,GB94ENRD30300778430847,IBAN,NRDHGBBP,MRWNGBXX8ZX,2024-02-23,,,
755bc867-3959-4b64-9568-8e2971a43cb3,DE27737679503393367830,IBAN,HOMPDEXANMM,MRWNGBXX8ZX,2024-06-21,,,
3bafb51f-23c3-4f2d-ab1a-4f230bb47836,GB74BFEH61676395766687,IBAN,FEHNGBEY,MRWNGBXX8ZX,2024-01-18,,,
67dafc92-67ed-4518-ad5b-5f3962992cfe,GB38MVMM45781983548888,IBAN,VMMIGBW26H7,MRWNGBXX8ZX,2024-05-29,,,
8b0372e4-8544-4877-8257-5c7d735001f8,DE74788800589473002706,IBAN,QQRBDEDV7R2,MRWNGBXX8ZX,2024-06-23,,,
51c51f1c-9e10-42d7-8ea6-046cf446659d,GB30JTKD13407723993704,IBAN,TKDYGBEMQC5,MRWNGBXX8ZX,2024-04-29,,,
95065784-7a3f-4da3-8081-b21812ce4a55,DE80187900611259599451,IBAN,QPSBDEB1,MRWNGBXX8ZX,2024-01-29,,,
4ed52cf1-a31a-479b-bf54-84d644bbf036,GB23IUJD43475295696943,IBAN,UJDJGBOQ5XK,MRWNGBXX8ZX,2024-04-14,,,
abbfcc6c-f089-4538-8d0f-ac818da8f754,GB49RZVO19469825146961,IBAN,DVTIGB17LUH,MRWNGBXX8ZX,2024-08-02,,,
9552e796-5b00-49c3-b67c-dd9ba5dc1a8c,DE83759880664714971947,IBAN,LSQQDECZ0R4,MRWNGBXX8ZX,2024-09-08,,,
288197ef-a003-4459-a4ce-737525660d46,GB57EMUF45447082190796,IBAN,MUFIGBUT,MRWNGBXX8ZX,2024-02-26,,,
6f29ab30-53ce-4c72-a65d-f8101729ab20,GB85CEKN76122035593704,IBAN,EKNPGB0H,MRWNGBXX8ZX,2024-02-05,,,
6fbb66c3-3b1c-47e8-956a-64cd91ad85b4,GB93SHNA58705821018402,IBAN,NALRGB5D,MRWNGBXX8ZX,2024-08-08,,,
c5b04201-5c28-4e87-bd19-58eee398d5e4,GB62XLYK70659656412677,IBAN,YKOAGB0V0XZ,MRWNGBXX8ZX,2024-12-11,,,
4b1072b9-fec9-4168-9b70-c94bd9ef4072,DE69543649479836869686,IBAN,JHNIDES27MY,MRWNGBXX8ZX,2024-11-26,,,
03595550-646d-4402-887a-37285c550fd9,GB04LJMA90561885824642,IBAN,JMAVGBAXZG8,MRWNGBXX8ZX,2024-05-20,,,
a9fc35af-938c-4ad2-bdae-0518edf80cf4,GB30HSVR40864893728440,IBAN,SVRIGBB8,MRWNGBXX8ZX,2024-12-27,,,
22f2846e-8bd8-4ab8-a730-96df256c41b7,GB19EERE60300680663205,IBAN,EREZGB1B,MRWNGBXX8ZX,2024-02-26,,,
1d1c22f3-299c-4d99-bf09-afee5956384c,GB44LHFD76623483188480,IBAN,HFDPGB10JOR,MRWNGBXX8ZX,2024-05-15,,,
8a2924ce-dae4-44e0-9c4d-1a4a5a308936,GB78LRFI01818548640209,IBAN,RFIAGBG9G7W,MRWNGBXX8ZX,2024-05-16,,,
3aa4d504-0463-41a0-bc01-dc347dd14c92,DE48703823914743035815,IBAN,XAHQDEKOHT4,MRWNGBXX8ZX,2024-07-09,,,
376b38ce-d1f2-4c14-a2e8-ae3ecd012210,DE49373410914455625474,IBAN,OVHIDEED,MRWNGBXX8ZX,2024-11-06,,,
f972d8a7-4261-41d6-9d93-68cea5033ec3,DE71941651720915769824,IBAN,DMWKDEG5IDG,MRWNGBXX8ZX,2024-09-07,,,
782df9a1-957f-43b5-9734-6efda7c94da7,DE48997123642343568453,IBAN,YCFYDEPZQKN,MRWNGBXX8ZX,2024-09-11,,,
d5a6c537-1976-4cde-9bff-3e161646604a,DE76111994371976402938,IBAN,DDSSDEQP,MRWNGBXX8ZX,2024-02-03,,,
e0e2fc41-8dd4-4416-ac2c-0fa52a5d4016,GB06FVRK53996698163890,IBAN,VRKLGBP1,MRWNGBXX8ZX,2024-03-05,,,
62b77196-5a29-4abf-aa20-67744bce48a1,DE21456822342614267113,IBAN,LMZYDE9KKMR,MRWNGBXX8ZX,2024-04-25,,,
de6f2a0a-6b1a-4451-ba52-4491ed1ce354,GB27XNYL08124222739897,IBAN,YLAQGBFJSLK,MRWNGBXX8ZX,2024-12-25,,,
830465bd-a517-44ee-8807-bd50ddd32869,GB77JUQS69278926244687,IBAN,UQSXGB0J39I,MRWNGBXX8ZX,2024-12-02,,,
9e6d8144-c616-45f8-b5c5-26693c043604,GB72HYTW27820842020395,IBAN,YTWEGB39,MRWNGBXX8ZX,2024-04-01,,,
3bb1c397-26d1-4525-abc3-1bd98cb99d42,DE29862387747581399966,IBAN,EHRPDE5T3V8,MRWNGBXX8ZX,2024-08-01,,,
4a7143af-dd8e-4b3c-a20e-7836ad2f0cd9,GB08VMJK59431442195528,IBAN,JKLSGBSNGRT,MRWNGBXX8ZX,2024-09-19,,,
6517d152-fdcb-43f5-a745-c8d5fe21ccac,GB07UMEW32870686300453,IBAN,EWZVGBOL74A,MRWNGBXX8ZX,2024-09-10,,,
aefdfcb4-ea09-438c-b409-a299ff5c0d02,DE43148663067483440027,IBAN,IQNNDEOB,MRWNGBXX8ZX,2024-09-30,,,
1e1fe3e6-fbc1-4e23-ad52-978b8591f8e6,DE04861195112207355904,IBAN,DUDTDEWEEJL,MRWNGBXX8ZX,2024-07-21,,,
6a8737b3-cfbe-47f1-8e75-e2664f71d40b,GB30JBZN51555321521401,IBAN,BZNKGBFUXUO,MRWNGBXX8ZX,2024-04-30,,,
94fc12e9-6325-4ba3-b888-4bbb660366c3,DE66676942781886336676,IBAN,PMSVDETI28H,MRWNGBXX8ZX,2024-06-03,,,
34b9a3d7-3a25-4e23-aaae-28ee69c2851d,DE69633098405069909039,IBAN,HGATDE9SBVD,MRWNGBXX8ZX,2024-06-09,,,
44937e54-4512-4cda-b759-be3509341a4d,GB20BOII15205657477776,IBAN,OIIDGBVL,MRWNGBXX8ZX,2024-01-14,,,
9ef9b582-80e8-4854-9c85-ee8e08ba809c,DE89058912110433930625,IBAN,LQTCDEIE,MRWNGBXX8ZX,2024-01-14,,,
bba02a2c-a1c1-4ca3-9354-015e9b6ed7dd,GB64TCUX04553604014977,IBAN,UXBJGBWV,MRWNGBXX8ZX,2024-08-23,,,
f66f07fb-759c-464e-b89c-7542efe67b75,GB92XOVE30693558345927,IBAN,VEVGGBB1MUW,MRWNGBXX8ZX,2024-12-29,,,
b36f136b-8e59-4752-8eec-ba3213f95789,DE77108350808249065606,IBAN,BRWHDEWA,MRWNGBXX8ZX,2024-01-31,,,
633b86d5-00dd-434f-a1b9-03e3cc4f34a0,GB86ZEAM55087466659525,IBAN,AMLLGBB6,MRWNGBXX8ZX,2024-11-05,,,
ef31acd3-b72a-4697-accc-e43e0bf9e812,GB87BWYL64091563763851,IBAN,WYLMGBQA,MRWNGBXX8ZX,2024-01-19,,,
23ad52e2-89b4-4edd-9a4b-5a1603a445f4,GB30ALRE68663109744503,IBAN,LREXGBZ9,MRWNGBXX8ZX,2024-01-06,,,
675e466f-a2ce-4c51-b522-1d914af7a6a8,GB15JUME58070259947447,IBAN,UMEKGB8D3BL,MRWNGBXX8ZX,2024-04-23,,,
19f27d2d-3b34-409a-95b4-d54be87e485c,GB11CHDX75959110156452,IBAN,HDXPGBWU,MRWNGBXX8ZX,2024-12-18,,,
c9a9ba7a-424d-47fd-b435-d7b30cd3243c,GB38BIZQ59298649722883,IBAN,IZQWGBVJ,MRWNGBXX8ZX,2024-01-20,,,
8081ac85-5520-4646-82bd-804bcb048a98,DE61858897804272535190,IBAN,QQYWDE56ATI,MRWNGBXX8ZX,2024-11-03,,,
60da25b1-590c-483d-8ffc-ff597adfd36c,GB60PBLM58240355140458,IBAN,BLMLGB6JTBP,MRWNGBXX8ZX,2024-07-05,,,
1dbdf2e8-3c74-435a-9f6a-8d2fc30f2075,DE45131927068394978751,IBAN,HDUSDEJ4,MRWNGBXX8ZX,2024-10-22,,,
ce843bfd-6a1c-46d9-9cf0-eceec9b648f8,DE40668620347699008010,IBAN,ZNRMDEJBMT4,MRWNGBXX8ZX,2024-11-02,,,
8c9fa150-4f43-465b-bbcb-1df74b8a3a15,GB49JHJR51598035147034,IBAN,HJRLGBEW7BN,MRWNGBXX8ZX,2024-04-24,,,
eda2a0d4-72cc-44d7-8094-dd6c1185a56d,GB35CQOT90798733266133,IBAN,QOTSGBA5,MRWNGBXX8ZX,2024-01-27,,,
62fb65db-7815-42df-a71d-80d16eaf572a,DE66627620268625276941,IBAN,EPMVDEIBJZ7,MRWNGBXX8ZX,2024-06-16,,,
631b7ea8-df89-4691-b227-f384fb1daeb3,GB68MTBY82868287142449,IBAN,TBYVGB6I908,MRWNGBXX8ZX,2024-12-05,,,
f5e5e6d8-96cf-4f32-b755-c0164dd604e9,GB67JOST58724514501403,IBAN,OSTKGB92IRW,MRWNGBXX8ZX,2024-04-28,,,
2ed4c57b-5030-4714-9b7b-580d300b7512,DE08352861182535103147,IBAN,KFQZDEZG,MRWNGBXX8ZX,2024-03-13,,,
e02413e5-a1bf-4da3-bcce-fbe6b8bde8f4,DE80320908841812329658,IBAN,UWFBDED6,MRWNGBXX8ZX,2024-10-07,,,
45a114cf-08ae-4f05-8d87-40985e9da2c4,GB41LJBI83836073206852,IBAN,JBIRGBN6NZB,MRWNGBXX8ZX,2024-05-23,,,
c17ebd94-88a6-4dce-9faa-cb8a81d2d815,GB52QRYF07382617664273,IBAN,APHRGBI1,MRWNGBXX8ZX,2024-07-15,,,
9cb2cf37-973a-4d79-acc1-3c27570b57da,GB47KNST26823507573728,IBAN,NSTFGB19KNV,MRWNGBXX8ZX,2024-05-12,,,
bc6d27e5-5121-4f2f-8083-773a8454da90,GB50QAKX76629281449269,IBAN,KXONGBYL,MRWNGBXX8ZX,2024-07-19,,,
ea7c8cdb-e737-4652-9975-46692aeace05,GB50FSZW44186817175952,IBAN,SZWJGBRG,MRWNGBXX8ZX,2024-03-06,,,
2ff0c117-0cd2-4cf6-9960-f82d5ccaa161,GB48LTBF55947326086307,IBAN,TBFKGBWS2OI,MRWNGBXX8ZX,2024-05-20,,,
00ac3f5d-a5c5-4545-b468-315813e32659,DE50102232558497083378,IBAN,WUAEDEJP,MRWNGBXX8ZX,2024-01-31,,,
